90,208,235.50,0,0
91,300,340.55,0,0
92,386,433.27,0,0
93,126,142.80,0,0
94,234,261.28,0,0
95,277,314.80,0,0
96,250,281.28,0,0
97,259,294.80,0,0
98,5450,85.14,0,0
99,22041,344.39,0,0
100,22185,346.64,0,0
101,22282,348.16,0,0
102,13913,217.39,128,23433
103,7673,119.87,352,64433
104,8485,132.58,576,104692
105,8486,132.59,784,141120
106,9307,145.42,992,176708
107,9356,146.19,1216,214121
108,9689,151.37,1424,247798
109,10272,160.50,1632,280517
110,10510,164.22,192,29392
111,10635,166.17,400,60470
112,11200,175.00,608,90806
113,11135,173.96,800,118348
114,11137,174.02,1008,148617
115,10498,164.03,1200,177879
116,9759,152.48,1408,210878
117,9777,152.77,1616,243832
118,10202,159.39,1824,276491
119,10701,167.20,2032,308645
120,10152,158.62,192,29555
121,10448,163.25,400,61802
122,10430,162.97,608,93843
123,10307,161.03,800,123139
124,10474,163.66,1008,155044
125,10439,163.11,1200,184465
126,10355,161.80,1408,216182
127,10862,169.72,1600,245430
128,10015,156.46,1808,277382
129,10460,163.44,2016,309428
130,10412,162.69,192,29713
131,10068,157.31,400,61649
132,10512,164.20,608,93608
133,10454,163.32,800,123078
134,10042,156.91,1008,154955
135,10551,164.86,1216,186791
136,10443,163.17,1408,216378
137,10072,157.38,1616,248457
138,10521,164.37,1824,280423
139,10438,163.09,2016,309790
140,10081,157.52,208,31644
141,10645,166.33,416,63676
142,10458,163.41,608,93006
143,10215,159.59,816,125067
144,10771,168.30,1024,156897
145,10256,160.25,1216,186033
146,10502,164.09,1424,217946
147,10481,163.77,1632,250008
148,10147,158.53,1824,279565
149,10408,162.62,2032,311573
150,10544,164.75,208,32339
151,9977,155.89,400,62153
152,10108,157.94,608,94323
153,10391,162.34,816,126492
154,10510,164.22,1008,155961
155,10133,158.33,1216,187962
156,10508,164.19,1424,219980
157,10447,163.23,1616,249461
158,10111,157.96,1824,281571
159,10379,162.17,2032,313524
160,10628,166.06,208,32173
161,10209,159.52,400,61491
162,10328,161.38,608,93569
163,10425,162.87,816,125832
164,10150,158.59,1008,155707
165,10125,158.20,1216,187623
166,10760,168.12,1424,219240
167,10488,163.88,1616,248591
168,10135,158.34,1824,280555
169,10474,163.66,2032,312783
170,10407,162.61,192,29526
171,10083,157.55,400,61467
172,10533,164.58,608,93388
173,10613,165.81,816,125003
174,10212,159.56,1008,154477
175,10503,164.11,1216,186526
176,10391,162.36,1408,216338
177,10214,159.59,1616,248423
178,10133,158.31,1824,280498
179,10537,164.64,2032,312600
180,10426,162.91,192,29761
181,10035,156.80,400,61852
182,10273,160.52,608,94067
183,10474,163.64,816,126102
184,10277,160.58,1008,155520
185,10265,160.39,1216,187393
186,10595,165.55,1424,219235
187,10548,164.81,1616,248909
188,10094,157.70,1824,280777
189,10176,159.00,2032,312681
190,10904,170.38,192,29354
191,10210,159.53,400,61160
192,10114,158.03,608,93054
193,10388,162.31,816,125193
194,10639,166.21,1008,154570
195,10078,157.47,1216,186601
196,10363,161.92,1424,218846
197,10369,162.02,1616,248758
198,10112,158.00,1824,280817
199,10300,160.92,2032,313055
200,10551,164.86,192,29653
201,9999,156.23,400,61609
202,10662,166.59,608,93266
203,10405,162.58,800,122661
204,10049,157.00,1008,154809
205,10585,165.39,1216,186956
206,10493,163.95,1408,216264
207,10119,158.11,1616,248206
208,10574,165.22,1824,280200
209,10270,160.45,2016,309899
210,9976,155.88,208,32217
211,10221,159.70,416,64406
212,10607,165.73,608,93925
213,9971,155.80,816,126115
214,10364,161.92,1024,158099
215,10572,165.19,1216,187446
216,10018,156.53,1424,219247
217,10462,163.47,1632,251446
218,10190,159.22,1824,281071
219,10163,158.78,2032,313027
220,10518,164.34,192,29471
221,9981,155.95,400,61435
222,10506,164.16,608,93608
223,10025,156.64,800,123443
224,10508,164.17,1008,155257
225,10249,160.14,1200,184770
226,10048,157.00,1408,216754
227,10658,166.53,1616,248480
228,10029,156.70,1808,278173
229,10342,161.57,2016,310383
230,10407,162.61,192,29481
231,10165,158.83,400,61429
232,10675,166.80,608,93586
233,10146,158.53,800,123157
234,10252,160.17,1008,155372
235,10365,161.95,1216,187661
236,10361,161.89,1408,217181
237,10066,157.28,1616,249156
238,10253,160.20,1824,280889
239,10483,163.78,2032,312938
240,10312,161.12,192,29440
241,10483,163.80,400,61475
242,10587,165.42,608,93625
243,10118,158.09,800,123254
244,10038,156.82,1008,155411
245,10624,166.00,1216,187292
246,10453,163.33,1408,216716
247,10163,158.80,1616,248608
248,10690,167.03,1824,280622
249,10290,160.76,2016,310187
250,10349,161.70,208,31820
251,10289,160.77,416,64040
252,10220,159.69,608,93547
253,10284,160.69,816,125633
254,10388,162.29,1024,157993
255,10223,159.73,1216,187483
256,10161,158.77,1424,219341
257,10937,170.89,1632,251093
258,10189,159.20,1824,280577
259,10462,163.45,2032,312562
260,10526,164.47,192,29538
261,9849,153.89,400,61880
262,10411,162.67,608,94116
263,10578,165.28,800,123667
264,10049,157.00,1008,155645
265,10523,164.42,1216,187749
266,10464,163.50,1408,217257
267,10144,158.50,1616,249170
268,10246,160.09,1824,281293
269,10708,167.29,2016,310739
270,10174,158.97,208,31895
271,10375,162.11,416,63838
272,10565,165.08,608,93200
273,10248,160.12,816,125099
274,10660,166.54,1024,156787
275,10103,157.86,1216,186056
276,10455,163.36,1424,218377
277,10126,158.22,1616,248328
278,10017,156.52,1824,280542
279,10312,161.11,2032,312473
280,10776,168.38,208,31666
281,10111,157.98,400,61315
282,10459,163.42,608,93245
283,10567,165.11,800,122556
284,10012,156.42,1008,154611
285,10322,161.28,1216,186666
286,10520,164.38,1424,218514
287,10210,159.53,1616,248134
288,10205,159.45,1824,280193
289,10684,166.92,2032,312327
290,10092,157.69,192,29534
291,10177,159.02,400,61422
292,10571,165.17,608,93382
293,10121,158.14,800,122996
294,10148,158.54,1008,154941
295,10643,166.30,1216,187247
296,10051,157.05,1408,217082
297,10211,159.55,1616,248969
298,10788,168.56,1808,278314
299,10188,159.17,2016,310061
300,10400,162.50,208,32115
301,10435,163.05,400,61642
302,10069,157.33,608,93689
303,10494,163.97,816,125657
304,10504,164.11,1008,155075
305,10178,159.03,1216,186869
306,10685,166.95,1424,218774
307,10117,158.08,1616,248436
308,10182,159.09,1824,280651
309,10655,166.46,2032,312889
310,10160,158.75,192,29663
311,10362,161.91,400,61431
312,10803,168.80,592,90630
313,10126,158.22,800,122511
314,10408,162.61,1008,154406
315,10661,166.58,1216,186471
316,9996,156.19,1408,216167
317,10290,160.78,1616,248509
318,10518,164.34,1824,280816
319,10132,158.29,2016,310384
320,10238,159.97,208,32219
321,10664,166.62,416,64271
322,10391,162.36,608,93601
323,10298,160.91,816,125415
324,10674,166.76,1024,157119
325,10357,161.83,1216,186508
326,10209,159.52,1424,218528
327,10711,167.36,1632,250613
328,10190,159.22,1824,280085
329,10425,162.87,2032,312007
330,10513,164.27,208,32017
331,10169,158.89,400,61662
332,10540,164.69,608,93559
333,10506,164.16,816,125551
334,10335,161.46,1008,155109
335,9992,156.12,1216,187215
336,10721,167.52,1424,219218
337,10291,160.80,1616,248668
338,10094,157.72,1824,280852
339,10502,164.07,2032,312808
340,10427,162.92,192,29508
341,10075,157.42,400,61742
342,10597,165.58,608,93735
343,10111,157.98,800,123366
344,10062,157.20,1008,155665
345,10581,165.33,1200,185478
346,10095,157.73,1408,217459
347,10181,159.08,1616,249547
348,10631,166.11,1824,281536
349,10252,160.17,2016,310925
350,10229,159.83,208,31962
351,10581,165.33,416,64123
352,10159,158.73,608,93774
353,10108,157.94,816,125861
354,10650,166.39,1024,157897
355,10081,157.52,1216,187640
356,10191,159.23,1424,219766
357,10696,167.12,1632,251787
358,10223,159.73,1824,281231
359,10359,161.84,2032,313474
360,10675,166.80,192,29491
361,10173,158.95,400,61158
362,10428,162.94,608,93427
363,10484,163.81,800,123045
364,10089,157.62,1008,154914
365,10597,165.58,1216,186998
366,10299,160.92,1408,216556
367,10047,156.98,1616,248759
368,10387,162.30,1824,281047
369,10292,160.79,2016,310682
370,10055,157.11,208,31963
371,10547,164.80,416,63998
372,10503,164.11,624,95986
373,10180,159.06,816,125290
374,10350,161.70,1024,157169
375,10531,164.55,1232,189277
376,10180,159.06,1424,218756
377,10341,161.58,1632,250682
378,10533,164.58,1840,282986
379,10306,161.01,2032,312633
380,10372,162.06,208,32004
381,10839,169.36,416,63834
382,10202,159.41,608,93195
383,10311,161.11,816,125065
384,10789,168.56,1024,156936
385,10149,158.58,1216,186332
386,10399,162.48,1424,218468
387,10433,163.02,1632,250636
388,10250,160.16,1824,280190
389,10183,159.09,2032,312195
390,10663,166.61,208,32083